product_id,category,popularity_weight,price
1,Home,0.3471246821755346,20.64
2,Home,2.5616507649428693,9.97
3,Grocery,0.8597405878950226,22.96
4,Books,2.3536969546069284,27.81
5,Beauty,7.002278680888476,35.08
6,Beauty,0.15227519180335544,40.44
7,Toys,1.9251673512341103,12.91
8,Electronics,0.7415882001839397,26.29
9,Books,2.412958831598653,8.01
10,Home,1.1493382556973335,41.88
11,Books,0.4060251488766834,75.93
12,Fashion,0.17403673499946518,35.54
13,Beauty,6.233267838468217,19.22
14,Electronics,0.6099241164625353,31.32
15,Beauty,0.39293836435198115,51.56
16,Home,3.3198995905316946,19.34
17,Grocery,0.2922097327343436,2.58
18,Fashion,3.3121270915646983,17.73
19,Fashion,0.9054737020893261,28.72
20,Beauty,0.16721243118861723,53.94
21,Grocery,0.1774736283590677,35.8
22,Sports,5.322751744065448,39.14
23,Home,1.1112193171329625,43.66
24,Beauty,0.24050348961627932,64.05
25,Books,0.6807620060588436,30.5
26,Toys,0.17914651737321852,22.14
27,Fashion,0.2578799463444552,44.43
28,Sports,0.19763844203893427,57.18
29,Grocery,4.6131241058143795,39.85
30,Home,0.9653461347232075,27.65
31,Sports,0.1715608537109733,75.04
32,Grocery,0.19526905108800516,68.86
33,Home,0.2620533508498819,5.36
34,Toys,10.428046175556238,32.54
35,Books,6.852370559503486,29.6
36,Beauty,1.346490186252052,10.69
37,Fashion,0.19557520666498482,24.05
38,Grocery,0.36913235474134365,41.87
39,Grocery,0.8422221976308206,38.62
40,Beauty,0.3301361023188801,49.3
41,Fashion,0.3290158718817656,22.43
42,Fashion,0.15180973126856206,79.78
43,Home,7.7142322087727475,55.64
44,Home,2.195647952232713,22.17
45,Sports,8.042021038428391,34.41
46,Beauty,0.5173774502647652,45.61
47,Grocery,0.5152840034910746,21.7
48,Books,6.988985910667615,74.73
49,Fashion,0.6114884963156637,41.4
50,Sports,0.3177383370943456,41.22
51,Fashion,1.4142809161224377,39.69
52,Beauty,0.18783292975033491,39.45
53,Toys,0.5577569764920952,39.88
54,Home,3.618631460235808,43.86
55,Beauty,0.8130872435508429,18.58
56,Grocery,0.1870179999423821,27.75
57,Fashion,2.237439792682987,31.17
58,Grocery,0.4367294016431127,69.85
59,Fashion,1.8309914633310624,63.89
60,Home,0.29446693149445347,29.9
61,Grocery,0.81598515966769,26.83
62,Books,1.4090457981826887,34.24
63,Toys,1.0510717837931323,31.24
64,Sports,0.26525251533544975,35.36
65,Electronics,0.22495109672223315,13.07
66,Electronics,0.5296785779666601,30.49
67,Fashion,22.56542655271733,49.02
68,Fashion,0.18650216312111378,20.33
69,Sports,0.6301350515013189,28.62
70,Books,5.461396817325134,64.81
71,Home,0.15323286956801102,19.42
72,Home,0.8076533592815256,10.53
73,Grocery,0.3287613902583708,54.08
74,Toys,0.45637237833892064,24.19
75,Electronics,0.8253810253335606,57.25
76,Home,0.33895397505134284,23.85
77,Beauty,4.510914024682735,41.66
78,Fashion,0.6621107958652407,26.3
79,Fashion,1.7002939132582322,77.85
80,Home,0.25064913443655795,28.38
81,Beauty,14.600568111190238,7.43
82,Electronics,0.9313595619304597,15.39
83,Home,0.14486027752139918,48.29
84,Home,4.609513777045173,28.34
85,Books,2.84942903125571,48.1
86,Sports,2.269600650472189,19.74
87,Toys,0.6501966540724282,48.35
88,Books,3.0802885484043956,54.06
89,Sports,1.0710093260253732,36.69
90,Fashion,1.3179230063249419,50.06
91,Toys,0.15947977612704764,33.86
92,Toys,0.5324989021640759,13.31
93,Toys,0.553049886064871,24.48
94,Sports,1.1256104229541024,29.97
95,Fashion,2.925821586525941,38.67
96,Electronics,0.9289773230484012,57.31
97,Sports,0.8918275976804556,39.5
98,Home,0.4545723588251124,26.08
99,Electronics,0.3423366552027368,36.41
100,Fashion,0.5456201417930353,13.21
101,Electronics,0.13371601909022296,48.62
102,Books,0.4845957902911504,37.01
103,Grocery,1.4058641644360261,15.95
